CycID
NCU00018
NCU00021
NCU00026
NCU00027
NCU00047
NCU00072
NCU00076
NCU00101
NCU00107
NCU00111
NCU00112
NCU00129
NCU00136
NCU00137
NCU00145
NCU00146
NCU00162
NCU00173
NCU00175
NCU00187
NCU00194
NCU00211
NCU00215
NCU00227
NCU00233
NCU00251
NCU00260
NCU00261
NCU00269
NCU00273
NCU00276
NCU00285
NCU00294
NCU00299
NCU00306
NCU00309
NCU00314
NCU00320
NCU00322
NCU00326
NCU00327
NCU00332
NCU00336
NCU00337
NCU00372
NCU00373
NCU00375
NCU00376
NCU00377
NCU00382
NCU00395
NCU00397
NCU00400
NCU00406
NCU00408
NCU00413
NCU00422
NCU00431
NCU00434
NCU00451
NCU00453
NCU00458
NCU00459
NCU00464
NCU00465
NCU00498
NCU00510
NCU00529
NCU00534
NCU00536
NCU00552
NCU00560
NCU00564
NCU00574
NCU00585
NCU00599
NCU00618
NCU00634
NCU00643
NCU00648
NCU00650
NCU00657
NCU00659
NCU00673
NCU00677
NCU00701
NCU00707
NCU00720
NCU00732
NCU00742
NCU00759
NCU00768
NCU00776
NCU00777
NCU00781
NCU00782
NCU00784
NCU00789
NCU00792
NCU00793
NCU00805
NCU00811
NCU00813
NCU00825
NCU00826
NCU00827
NCU00837
NCU00838
NCU00851
NCU00853
NCU00881
NCU00884
NCU00902
NCU00911
NCU00922
NCU00925
NCU00931
NCU00938
NCU00943
NCU00952
NCU00956
NCU00977
NCU00985
NCU00986
NCU00987
NCU00988
NCU00990
NCU00995
NCU01007
NCU01027
NCU01041
NCU01060
NCU01065
NCU01072
NCU01083
NCU01093
NCU01095
NCU01102
NCU01106
NCU01107
NCU01108
NCU01111
NCU01112
NCU01116
NCU01121
NCU01124
NCU01127
NCU01153
NCU01154
NCU01160
NCU01170
NCU01175
NCU01179
NCU01209
NCU01220
NCU01227
NCU01233
NCU01243
NCU01246
NCU01249
NCU01258
NCU01267
NCU01272
NCU01285
NCU01289
NCU01290
NCU01299
NCU01315
NCU01321
NCU01328
NCU01331
NCU01336
NCU01337
NCU01340
NCU01348
NCU01353
NCU01380
NCU01390
NCU01398
NCU01400
NCU01407
NCU01408
NCU01414
NCU01418
NCU01424
NCU01429
NCU01430
NCU01438
NCU01443
NCU01450
NCU01452
NCU01462
NCU01474
NCU01488
NCU01489
NCU01514
NCU01515
NCU01551
NCU01552
NCU01555
NCU01591
NCU01608
NCU01612
NCU01634
NCU01635
NCU01646
NCU01657
NCU01667
NCU01689
NCU01720
NCU01724
NCU01725
NCU01734
NCU01742
NCU01744
NCU01745
NCU01747
NCU01759
NCU01767
NCU01768
NCU01769
NCU01776
NCU01786
NCU01793
NCU01806
NCU01818
NCU01823
NCU01824
NCU01827
NCU01838
NCU01839
NCU01853
NCU01857
NCU01861
NCU01870
NCU01893
NCU01896
NCU01899
NCU01904
NCU01905
NCU01906
NCU01914
NCU01927
NCU01949
NCU01957
NCU01958
NCU01964
NCU01965
NCU01967
NCU01969
NCU01972
NCU01980
NCU01983
NCU01991
NCU02002
NCU02004
NCU02020
NCU02029
NCU02039
NCU02052
NCU02056
NCU02061
NCU02062
NCU02066
NCU02075
NCU02076
NCU02090
NCU02110
NCU02124
NCU02129
NCU02148
NCU02162
NCU02171
NCU02174
NCU02181
NCU02195
NCU02207
NCU02209
NCU02230
NCU02243
NCU02260
NCU02270
NCU02273
NCU02278
NCU02284
NCU02287
NCU02301
NCU02302
NCU02305
NCU02307
NCU02310
NCU02316
NCU02318
NCU02322
NCU02323
NCU02343
NCU02346
NCU02348
NCU02349
NCU02357
NCU02361
NCU02363
NCU02369
NCU02370
NCU02378
NCU02395
NCU02397
NCU02400
NCU02407
NCU02423
NCU02430
NCU02435
NCU02437
NCU02470
NCU02486
NCU02494
NCU02500
NCU02504
NCU02511
NCU02513
NCU02517
NCU02522
NCU02526
NCU02533
NCU02536
NCU02555
NCU02573
NCU02577
NCU02579
NCU02591
NCU02596
NCU02604
NCU02616
NCU02621
NCU02630
NCU02639
NCU02651
NCU02652
NCU02654
NCU02665
NCU02668
NCU02685
NCU02705
NCU02712
NCU02713
NCU02720
NCU02723
NCU02726
NCU02729
NCU02733
NCU02735
NCU02741
NCU02742
NCU02755
NCU02757
NCU02765
NCU02772
NCU02783
NCU02789
NCU02804
NCU02810
NCU02819
NCU02876
NCU02880
NCU02882
NCU02887
NCU02888
NCU02890
NCU02894
NCU02903
NCU02906
NCU02914
NCU02915
NCU02921
NCU02925
NCU02931
NCU02934
NCU02948
NCU02951
NCU02956
NCU02959
NCU02977
NCU02980
NCU02995
NCU03004
NCU03009
NCU03021
NCU03032
NCU03038
NCU03042
NCU03043
NCU03051
NCU03052
NCU03063
NCU03064
NCU03071
NCU03072
NCU03078
NCU03080
NCU03092
NCU03098
NCU03101
NCU03109
NCU03117
NCU03129
NCU03136
NCU03151
NCU03152
NCU03160
NCU03177
NCU03178
NCU03183
NCU03188
NCU03205
NCU03207
NCU03219
NCU03229
NCU03230
NCU03231
NCU03241
NCU03253
NCU03254
NCU03263
NCU03266
NCU03279
NCU03281
NCU03293
NCU03296
NCU03311
NCU03317
NCU03325
NCU03331
NCU03337
NCU03343
NCU03358
NCU03362
NCU03370
NCU03376
NCU03380
NCU03392
NCU03396
NCU03415
NCU03462
NCU03488
NCU03490
NCU03497
NCU03504
NCU03516
NCU03518
NCU03539
NCU03549
NCU03597
NCU03606
NCU03610
NCU03613
NCU03628
NCU03639
NCU03641
NCU03650
NCU03653
NCU03669
NCU03670
NCU03673
NCU03675
NCU03689
NCU03695
NCU03704
NCU03713
NCU03739
NCU03748
NCU03752
NCU03753
NCU03763
NCU03777
NCU03780
NCU03789
NCU03793
NCU03802
NCU03803
NCU03813
NCU03859
NCU03876
NCU03879
NCU03886
NCU03894
NCU03907
NCU03909
NCU03921
NCU03924
NCU03956
NCU03960
NCU03966
NCU03986
NCU03988
NCU03990
NCU04010
NCU04017
NCU04020
NCU04024
NCU04030
NCU04033
NCU04034
